time_betw_scan_hours,CA,YM,Class,2/1 mM Glu/Lac [mM],1 mM H2O2 [mM],40/25 mM glu/lac høj O2,Sensitivity [pA/µM],t on 10/5 mM glu/lac [s],Lav O2 - Høj O2
4495,2.52,6.719,Approved,0.03,1.4,1.42,154,2.1,4.42
2573,2.62,5.741,Approved,0.28,0.7,5.55,16,0.1,0.05
1464,2.496,6.842,Approved,0.33,1.6,4.42,310,0.8,0.42
1680,2.275,6.095,Approved,0.28,0.7,3.58,174,0,1.27
1214,2.434,5.954,Approved,0.26,0.3,1.64,155,1,1.88
2891,2.501,6.036,Approved,0.21,0.1,2.91,103,1.9,0.01
1895,2.552,6.692,Approved,0.28,1.2,4.33,281,1.9,0.45
1191,2.694,5.95,Approved,0.28,2.2,5.42,308,0.2,0.07
686,2.502,7.035,Approved,0.16,0.7,4.76,188,0.9,0.55
38748,2.395,6.365,Approved,0.34,1.2,3.68,216,1.5,0.24
6775,2.16,6.514,Approved,0.31,0.1,3.96,19,0.8,1.77
1021,2.645,5.988,Approved,0.26,1.3,4.39,214,0,0.07
2021,2.527,6.862,Approved,0.24,1.1,4.61,319,2.5,0.19
1333,2.535,6.288,Approved,0.32,0.5,3.59,142,3.5,1.3
1621,2.27,6.072,Approved,0.3,0.6,4.43,181,0.3,0.5
1477,2.459,6.505,Approved,0.23,0.6,4.02,108,2.3,1.08
18332,2.568,6.564,Approved,0.23,0.5,4.3,168,0.2,0.49
1903,2.737,6.772,Approved,0.13,1.7,3.59,268,4.5,0.23
1034,2.991,6.772,Approved,0.23,1.3,3.55,159,0.9,0.21
2914,2.513,5.78,Approved,0.3,1.6,3.93,144,0.6,0.35
1434,2.646,6.427,Approved,0.26,0.3,3.91,35,0.7,0.11
1794,2.05,6.781,Approved,0.19,0.8,4.28,194,3.5,0.3
1806,2.908,5.565,Approved,0.22,0.8,3.47,36,0.4,0.09
5729,2.272,7.033,Approved,0.28,1,4.85,384,1,0.61
5423,2.665,5.596,Approved,0.23,1.1,3.49,77,0,0.86
279,2.74,6.418,Approved,0.23,0.8,2.96,147,0.3,0.07
1719,2.45,6.301,Approved,0.37,1.5,5.18,14,0.4,0.14
383,2.374,6.063,Approved,0.31,0.9,4.73,83,0.7,0.21
1711,2.683,6.449,Approved,0.35,2.5,3.65,177,0.1,1.17
1432,2.117,5.523,Approved,0.31,1.4,4.53,216,1.9,0.44
1509,2.703,6.5,Approved,0.35,0.2,4.85,114,0.8,0.29
1872,2.484,6.932,Approved,0.23,1.4,4.13,191,3.1,0.19
40668,2.895,6.957,Approved,0.27,1.9,4.07,347,1.5,0.77
2417,2.572,5.606,Approved,0.15,0.2,3.93,113,0,0.28
1326,2.312,6.27,Approved,0.33,1.5,4.11,76,0.1,0.47
31,2.779,6.688,Approved,0.27,0.3,1.04,206,5.4,2.47
39,2.654,6.466,Approved,0.29,0.3,4.69,40,0.1,0.16
4310,2.366,6.327,Approved,0.21,1.5,2.06,172,3.8,1.28
6864,2.536,5.869,Approved,0.3,0.7,4.08,127,0.7,0.49
1038,2.414,6.25,Approved,0.26,0.4,3.68,147,1.9,0.96
1907,2.76,6.603,Approved,0.38,0.8,4.86,66,2.9,0.21
1498,2.717,6.316,Approved,0.29,2.4,4.99,29,2.1,0.08
2667,2.611,6.167,Approved,0.25,0.5,5.07,229,0.8,0.13
1989,2.784,6.146,Approved,0.22,0.6,3.27,37,2,0.53
603,2.673,5.86,Approved,0.32,2,5.3,173,0.5,0.21
4167,2.445,6.221,Approved,0.19,0.1,5.1,18,0.4,0.21
508,2.554,6.491,Approved,0.31,0.8,4.35,179,1.3,0.16
4810,2.715,5.792,Approved,0.27,1.2,4.08,44,0,0.02
2788,2.531,6.188,Approved,0.16,0.2,2.44,163,3,1.16
1313,2.34,7.017,Approved,0.26,2.5,3.72,197,0.9,0.46
1487,2.378,6.057,Approved,0.43,2.4,5.1,156,2,1.02
3138,2.483,6.517,Approved,0.28,1.1,2.99,240,0,0.67
1636,2.613,6.032,Approved,0.27,2.8,4.61,391,1.7,0.31
4314,2.69,6.29,Approved,0.26,2.9,4.67,269,0.8,0.02
1551,2.466,6.526,Approved,0.24,1.3,4.23,234,0.1,0.41
15523,2.341,5.594,Approved,0.24,0.3,4.45,38,0.6,0.07
1828,2.783,7.324,Approved,0.3,1.8,4.87,344,4.4,0.25
1709,2.63,5.64,Approved,0.16,0.5,3.36,94,0.2,0.09
3295,2.584,6.493,Approved,0.28,2,4.39,213,0.6,0.65
2785,2.864,6.042,Approved,0.24,1.4,5.14,172,0,0.06
1531,2.827,6.405,Approved,0.44,1,4.52,274,0,0.2
3198,2.681,5.8,Approved,0.26,1.3,4.79,31,0,0.29
2935,2.532,6.733,Approved,0.3,0.3,3.87,209,2.1,0.63
41530,2.547,6.72,Approved,0.34,0.5,3.31,26,2.5,0.3
1558,2.656,6.442,Approved,0.39,1.2,5,119,0.2,0.06
2549,2.7,6.87,Approved,0.29,1,3.39,274,2.4,0.02
3026,2.664,6.933,Approved,0.27,1.1,4.27,370,0.6,0.87
781,2.608,6.117,Approved,0.24,1.9,4.13,116,0.1,0.24
5513,2.38,6.219,Approved,0.16,0.7,3.25,173,1.5,1.08
2544,2.377,5.941,Approved,0.29,1.2,2.99,58,0.1,0.71
2887,2.95,6.464,Approved,0.18,0.9,3.44,267,3.8,0.85
1425,2.539,6.576,Approved,0.31,0.7,4.43,209,0,0.13
24323,2.356,6.163,Approved,1.05,0.6,1.2,53,0.7,0.72
9643,2.509,6.539,Approved,0.32,0.2,0.92,267,3.7,1.21
1143,2.69,5.729,Approved,0.29,0.9,3.99,252,1.2,0.31
1504,2.628,6.589,Approved,0.29,1.2,4.02,254,0,0.21
8837,2.765,6.169,Approved,0.29,1.5,4.45,76,0.1,0.07
1423,2.707,6.004,Approved,0.16,0.8,3,62,3,0.74
2935,2.37,5.415,Approved,0.19,0.1,4.9,29,0.8,0.18
3244,2.894,5.459,Approved,0.21,0,3.55,57,1.3,0.47
1068,2.621,6.28,Approved,0.27,0.1,3.94,224,1.6,0.21
1600,2.51,6.673,Approved,0.24,1.4,4.77,287,1,0.34
1218,2.819,6.239,Approved,0.24,1.1,3.22,48,0.9,1.22
40005,2.359,6.658,Approved,0.31,0.8,4.14,91,0.8,0.29
1716,2.402,7.384,Approved,0.42,5,4.95,410,2.2,0.42
1487,3.064,6.096,Approved,0.25,0.9,4.16,92,0,0.42
1608,2.597,6.162,Approved,0.28,1.1,5.05,33,0.3,0.14
1474,2.754,6.632,Approved,0.22,0.1,4.6,246,1.9,0.32
4,2.533,6.605,Approved,0.28,1.6,4.71,240,1.5,0.17
3123,2.433,5.848,Approved,0.19,1.1,1.84,58,2.6,2.19
550,2.71,6.356,Approved,0.29,0.6,3.65,289,2,0.38
1523,2.639,6.177,Approved,0.22,0.6,4.6,159,0.3,0.24
1447,2.228,5.965,Approved,0.38,0.2,4.74,125,0.7,0.44
926,2.33,6.575,Approved,0.35,0.5,4.18,166,2.2,0.1
1069,2.626,6.742,Approved,0.3,5.1,3.82,331,4.1,0.29
2008,2.633,6.833,Approved,0.29,0.2,5.05,199,0.2,0.4
1741,2.634,6.799,Approved,0.16,0.5,1.34,241,2.5,1.75
1285,2.471,6.51,Approved,0.32,1.6,3.9,246,0.2,0.46
18566,2.762,6.591,Approved,0.15,3.4,5.04,335,1.8,0.22
3256,2.681,6.194,Approved,0.15,0.4,4.24,3,0.2,0.33
1205,2.607,6.422,Approved,0.36,1.3,4.1,235,0.8,0.24
1242,2.644,6.451,Approved,0.28,1.4,3.38,321,2.7,0.42
2896,2.508,6.647,Approved,0.14,1.6,4.83,280,1.1,0.18
19923,2.72,6.716,Approved,0.33,1.9,4.8,249,1.2,0.01
1405,2.606,5.495,Approved,0.3,0.8,4.19,33,1.1,0.43
3152,2.581,6.61,Approved,0.25,0.5,4.59,257,0.4,0.38
2737,2.573,6.461,Approved,0.42,0.3,3.55,313,1.5,0.15
6126,2.516,6.684,Approved,0.31,0.5,3,355,2.2,1.01
2479,2.672,7.198,Approved,0.27,1.9,4.25,281,2.6,0.59
1149,2.846,6.311,Approved,0.23,0.7,5.45,151,0.1,0.05
3969,2.787,5.708,Approved,0.19,1.4,4.67,142,0.5,0.34
2730,2.513,6.802,Approved,0.27,1,4.95,157,0.7,0.26
1372,2.459,6.374,Approved,0.4,0.3,4.27,166,0.2,0.19
1329,2.74,6.391,Approved,0.39,1.6,4.23,187,2.1,0.76
1784,2.413,6.134,Approved,0.38,2.4,3.93,300,0.4,0.24
2656,2.63,6.811,Approved,0.27,0.1,3.51,234,4.1,0.63
1603,2.705,6.103,Approved,0.3,0.3,3.07,106,0.8,0.54
824,2.502,6.172,Approved,0.31,0.8,3.85,38,1.9,0.42
214,2.94,6.102,Approved,0.31,3,5.05,6,1.3,0.6
1605,2.408,5.722,Approved,0.24,1.2,4.48,32,0,0.55
2494,2.631,6.415,Approved,0.42,0,4.81,13,1.2,0.08
1487,2.539,6.173,Approved,0.2,2.1,3.1,112,1.3,1.73
1480,2.578,6.646,Approved,0.36,0.1,4.87,57,2.3,0.1
1437,2.697,6.266,Approved,0.29,0.2,4.09,111,1.3,0.05
1485,2.717,6.769,Approved,0.21,1.8,3.61,107,0.9,0.91
3075,2.35,5.603,Approved,0.29,0.2,5.45,3,1.6,0.39
1344,2.747,6.913,Approved,0.26,0.1,3.74,83,1.4,0.34
1763,2.74,6.597,Approved,0.25,0,5.13,14,0.1,0.42
4061,2.872,6.145,Approved,0.16,0.1,4.85,163,0.3,0.07
1411,2.44,6.949,Approved,0.28,2.4,4.25,265,0.3,0.7
1648,2.696,6.595,Approved,0.24,0.8,4.29,186,2.6,0.61
5848,2.649,5.865,Approved,0.16,0.7,2.9,141,1.4,3.81
1666,2.35,6.375,Approved,0.43,1,4.79,281,1.1,0.22
3889,2.68,5.65,Approved,0.16,0.1,4.35,194,1.5,0.37
3537,2.578,6.087,Approved,0.32,1,4.25,36,0.1,0.15
7163,2.95,6.157,Approved,0.21,1.9,5.11,187,0.3,0.13
1277,2.679,6.377,Approved,0.26,0.4,5,235,0.2,0.06
1953,2.679,6.641,Approved,0.34,2.3,4.34,182,0.2,0.48
212,2.429,6,Approved,0.22,1.9,5.29,161,0.2,0.35
7076,2.637,6.494,Approved,0.32,0.2,4.96,47,1,0.12
1080,2.66,6.117,Approved,0.2,0.4,4.25,306,1,0.15
1105,2.515,6.066,Approved,0.24,0.1,4.11,32,0.6,0.13
1769,2.566,6.203,Approved,0.32,1.8,4.55,180,0.7,0.2
978,2.694,6.224,Approved,0.22,0.1,4.92,37,1.8,0.72
221,2.69,6.693,Approved,0.31,1.2,4.67,266,0.3,0.4
1523,2.58,6.067,Approved,0.25,2.3,5.18,267,0.2,0.9
778,2.652,6.092,Approved,0.33,0.6,3.6,19,0.5,0.15
2767,2.59,6.756,Approved,0.17,0.6,4.67,295,2.6,0.12
1506,2.55,5.715,Approved,0.26,0,5.52,212,0.5,0.11
1772,2.613,6.52,Approved,0.35,0.8,3.67,91,0.2,0.38
1511,2.702,6.148,Approved,0.29,1,4.16,73,0.2,0.47
1167,2.662,7.163,Approved,0.27,1.9,3.66,207,1.2,0.48
6286,2.628,5.295,Approved,0.24,1.8,4.8,63,0.8,0.41
1369,2.623,5.996,Approved,0.26,0.6,4.55,198,0.1,0.15
3135,2.769,6.155,Approved,0.15,0.2,3.31,185,1.4,0.42
1553,2.51,6.29,Approved,0.18,0,4.81,50,0.2,0.55
10323,2.47,5.98,Approved,0.27,0,4.56,129,2,0.15
4057,2.67,6.527,Approved,0.32,1.5,4.03,261,0.4,0.42
1496,2.617,6.86,Approved,0.39,0,4.46,171,0.5,0.26
2275,2.521,5.91,Approved,0.21,0.7,5.32,177,0.4,0.36
1751,2.725,5.868,Approved,0.31,0.6,4.67,56,1,0.04
1636,2.52,6.744,Approved,0.44,0.7,4.15,15,2.4,0.24
1899,2.599,5.957,Approved,0.23,2.3,4.9,155,0.4,0.26
1154,2.211,5.348,Approved,0.26,0.7,4.35,147,1.1,0.16
1115,2.518,5.794,Approved,0.3,0.2,3.19,2,3.3,1.17
5416,2.62,6.067,Approved,0.29,0.5,5.19,36,0.9,0.24
2845,2.514,6.246,Approved,0.32,0.4,4.66,34,0.5,0.02
3910,2.696,6.471,Approved,0.28,0.3,4.21,31,0,0.16
1872,2.645,6.035,Approved,0.37,1.7,4.3,11,0.5,0.26
1500,2.615,6.512,Approved,0.27,1,3.98,271,0.8,0.09
2514,2.428,6.089,Approved,0.44,0.6,4.52,207,0.5,0.07
4593,2.662,6.238,Approved,0.3,0.3,2.72,55,0.7,0.57
2321,2.816,6.582,Approved,0.37,1.6,4.03,286,2.2,0.03
3910,2.655,6.737,Approved,0.4,0.6,3.6,196,0.4,0.35
1168,2.708,6.081,Approved,0.27,0.1,4.44,126,0.8,0.35
1451,2.781,6.248,Approved,0.28,0.4,5.22,118,0.6,0.33
1009,2.494,6.413,Approved,0.26,0.5,4.61,239,0.1,0.14
1167,2.671,6.211,Approved,0.08,0.7,6.29,127,3.6,2.68
6,2.64,6.343,Approved,0.29,0.2,3.53,242,2.2,0.41
1728,2.644,6.243,Approved,0.27,3,4.27,164,0.4,0.28
995,2.496,5.897,Approved,0.28,0.9,4.19,156,1,1.12
5932,2.57,6.053,Approved,0.24,0.3,4.61,136,0.6,0.54
1557,2.452,5.926,Approved,0.23,1.6,3.91,417,0.5,0.71
6216,2.44,6.486,Approved,0.29,0.5,3.57,133,1.4,0.56
1132,2.61,5.875,Approved,0.25,0.8,4.63,174,0.4,0.32
5104,2.637,5.968,Approved,0.31,1,3.49,128,0.4,0.56
5709,2.433,6.456,Approved,0.14,1.4,2.29,395,2.6,4.71
3061,2.348,6.63,Approved,0.48,0.8,3.92,307,0.8,1.05
16081,2.755,7.373,Approved,0.23,1.1,3.68,218,2.3,0.12
4,2.613,6.809,Approved,0.28,1.2,2.86,180,2.2,0.08
1589,2.499,6.514,Approved,0.26,0.3,4.7,72,1.1,0.96
2349,2.791,7.041,Approved,0.26,3.5,3.66,256,1.1,0.82
17366,2.481,6.046,Approved,0.32,0.5,5.25,66,1.2,0.17
1448,2.76,6.4,Approved,0.3,0.7,4.83,173,1.1,0.1
1246,2.708,5.953,Approved,0.24,0.2,4.66,45,0.2,0.1
1931,2.801,6.416,Approved,0.26,2.3,3.66,283,2.1,0.34
7679,2.617,5.761,Approved,0.15,0.1,4.57,103,0.2,0.23
2010,2.769,6.683,Approved,0.28,1.2,3.94,148,2.2,0.41
3142,2.52,5.74,Approved,0.33,1,0.6,112,0.7,0.37
35430,2.385,6.909,Approved,0.23,0.2,0.02,169,0.6,1.98
1428,2.622,5.994,Approved,0.16,0.5,2.64,55,1.7,1.26
3168,2.605,5.571,Approved,0.3,0.9,4.1,169,0.8,0.27
81,2.502,5.498,Approved,0.26,0.2,5.36,79,1.2,0
1332,2.594,5.94,Approved,0.23,0.4,3.18,115,0.5,0.3
1018,2.54,6.144,Approved,0.22,0,2.56,221,3.2,1.11
1165,2.58,6.253,Approved,0.31,0.3,2.99,192,0.8,0.35
1788,2.87,5.968,Approved,0.25,1.1,5.1,150,0.4,0.24
1344,2.288,5.961,Approved,0.33,2.5,4.4,239,1.5,0.2
110,2.587,5.79,Approved,0.18,1.3,2.7,128,5,2.52
1264,2.605,5.875,Approved,0.21,0.2,5,82,0.1,0.29
1436,2.587,6.338,Approved,0.2,1.5,4.63,139,3.1,2.56
6110,2.62,6.732,Approved,0.42,1.6,2.93,425,1.4,0.68
6819,2.551,5.799,Approved,0.16,0.1,4.59,31,0.2,0.46
1111,2.61,5.61,Approved,0.25,0.1,3.78,156,0,0.43
1154,2.464,6.189,Approved,0.42,0.5,4.08,242,0.7,0.06
209,2.571,6.329,Approved,0.24,1.3,3.71,190,0.1,0.93
3939,2.65,5.597,Approved,0.07,0.6,2.35,61,0.8,0.32
1255,2.699,5.862,Approved,0.31,1.6,4.15,152,0.9,0.26
2287,2.54,6.28,Approved,0.28,0.2,3.92,106,0.8,0.22
1284,2.728,6.093,Approved,0.22,1,0.35,10,2.2,1.12
1806,2.935,6.949,Approved,0.31,0.6,4.79,186,1,0.05
1173,2.301,6.297,Approved,0.23,1.3,4.36,117,2.4,0.01
1008,2.69,6.48,Approved,0.21,0.4,0.94,256,0.9,1.8
4582,2.562,6.596,Approved,0.17,0.7,3.79,252,1.4,0.93
1505,2.75,7.23,Approved,0.35,3,4.36,424,2.2,0.52
6837,2.841,6.162,Approved,0.28,0.6,3.57,186,0.4,0.75
2708,2.931,5.939,Approved,0.24,0.4,4.38,15,0.8,0.38
1423,2.703,6.15,Approved,0.29,0,1.81,84,4.6,1.44
1380,2.602,6.054,Approved,0.19,1,2.64,95,2,1.01
4867,2.508,6.047,Approved,0.14,0.5,2.97,226,0.2,0.12
1992,2.574,6.483,Approved,0.24,0.2,3.57,409,1.4,0.43
5747,2.432,6.423,Approved,0.54,1.2,3.43,313,1.6,0.35
4292,2.576,6.105,Approved,0.33,1.6,4.61,58,1.4,0.5
1132,2.873,6.228,Approved,0.28,0.5,4.1,114,0.1,0.09
5699,2.4,5.859,Approved,0.24,0.8,4.4,158,0.2,0.31
82,2.908,6.078,Approved,0.24,2.3,4.61,156,0.2,0.35
788,2.991,5.667,Approved,0.16,1,4.79,48,0.5,0.27
7479,2.846,6.19,Approved,0.29,1,4.93,93,0.8,0.29
1259,2.578,6.131,Approved,0.28,0.2,5,120,0.9,0.3
1497,2.755,6.222,Approved,0.09,0,0.38,114,3.6,2.05
19526,2.435,6.573,Approved,0.23,1.9,3.35,238,3.8,0.07
2847,2.657,6.202,Approved,0.2,0.7,2.1,48,0.2,2.09
1272,2.567,7.064,Approved,0.27,1.2,4.66,221,0.2,0.32
810,2.864,5.888,Approved,0.25,0.2,4.93,129,0.6,0.13
9753,2.51,5.476,Approved,0.24,0.2,5.01,20,0.4,0.21
2979,2.88,6.433,Approved,0.35,0.3,4.26,352,1.5,0.67
7112,2.964,5.884,Approved,0.17,0.5,2.35,89,1.4,0.79
1236,2.426,6.525,Approved,0.1,0.1,2.12,101,2,1.7
75,2.98,5.93,Approved,0.2,0.4,4.42,118,0.6,1.35
2040,2.59,5.889,Approved,0.46,1.2,4.49,33,0.8,0.23
207,2.517,6.277,Approved,0.31,2.3,4.43,270,0.5,0.26
187,2.69,6.334,Approved,0.25,0.8,1.23,109,4.4,0.34
4143,2.585,5.844,Approved,0.29,0.2,5.84,99,1,0.23
1064,2.815,6.663,Approved,0.31,1.5,3.98,294,0.6,0.24
1033,2.886,7.123,Approved,0.28,0.7,3.16,253,9.3,0.71
942,2.625,6.989,Approved,0.13,1.1,4.47,300,0.4,0.13
1493,2.57,6.8,Approved,0.23,0.7,3.73,268,3.4,0.26
1669,2.812,6.777,Approved,0.25,0.8,2.48,113,1.6,0.27
1532,2.64,6.628,Approved,0.37,2.4,3.78,411,0.8,0.44
1560,2.448,6.998,Approved,0.31,2.1,4.27,271,5.2,0.22
2565,2.44,6.648,Approved,0.19,0,3.36,334,1.1,1.23
899,2.475,6.146,Approved,0.29,1.1,3.51,142,0.3,0.65
1257,2.698,5.916,Approved,0.24,0.7,5.3,116,0.2,0.65
2805,2.404,6.784,Approved,0.43,1.8,4.47,371,0.1,0.31
1788,2.797,6.167,Approved,0.33,0.8,4.61,51,0.9,0.79
2477,2.577,6.46,Approved,0.43,1.6,3.97,186,0.5,0.38
1159,2.725,7.085,Approved,0.19,1.1,2.3,290,6.5,0.94
1411,3.015,6.044,Approved,0.19,0.6,2.9,131,3.2,0.07
2625,2.557,6.19,Approved,0.33,0.6,4.67,93,0.6,0.11
1909,2.251,6.129,Approved,0.08,0.8,0.44,191,4.1,2.1
1578,2.432,6.289,Approved,0.31,1.7,4.06,136,0.1,0.03
1329,2.401,5.786,Approved,0.3,1.5,4.57,204,0.3,0.31
1048,2.68,6.15,Approved,0.36,0.3,4.56,31,0.5,0.41
35,2.692,6.122,Approved,0.3,1.6,4.69,164,1,0.21
8736,2.48,6.389,Approved,0.17,0.5,1.65,81,5.9,1.56
3535,2.666,6.488,Approved,0.28,0.5,4.3,59,0.4,0.03
1463,2.314,6.4,Approved,0.53,2.3,4.32,383,2.2,0.29
1143,2.561,6.051,Approved,0.44,0.2,4.55,54,1.3,0.34
7172,2.79,6.182,Approved,0.23,2.1,5.34,222,0.8,0.21
1210,2.507,5.784,Approved,0.3,0.8,4.7,24,0.9,0.39
5768,2.706,6.988,Approved,0.32,0.1,3.93,160,1.6,1.45
98,2.735,5.921,Approved,0.12,0,3.01,180,0.2,0.27
2442,2.466,6.366,Approved,0.24,1.6,4.44,174,2.6,1.04
2667,2.708,5.843,Approved,0.36,0.3,4.29,24,0.4,0.47
2784,2.518,5.604,Approved,0.28,0.8,3.92,3,0.9,0.66
1594,2.435,7.394,Approved,0.59,1,4.42,298,3.8,0.21
1024,2.732,6.317,Approved,0.24,0.6,2.86,120,1.1,1.12
98,2.704,6.145,Approved,0.39,1.3,4.36,142,1.3,0.6
10363,2.566,6.218,Approved,0.17,1.3,0.66,4,2.4,1.85
2265,2.575,6.768,Approved,0.32,2.2,4.14,257,1.1,0.28
3145,2.58,5.364,Approved,0.18,0.8,4.82,122,1.1,0.45
2926,2.905,6.56,Approved,0.28,0.9,5.18,210,0,0.14
1879,2.66,6.187,Approved,0.31,0.4,4.95,138,0.4,0.02
7463,2.577,6.527,Approved,0.28,0.4,4.12,217,0.7,0.28
4496,2.818,6.049,Approved,0.31,1.3,3.39,80,0.9,0.92
2605,2.852,5.933,Approved,0.25,0.8,3.93,125,0.5,1.14
5264,2.604,5.358,Approved,0.25,0.1,4.82,102,0.3,0.14
5506,2.728,6.411,Approved,0.26,0.2,3.79,93,0.4,0.4
1092,2.756,6.95,Approved,0.2,1.1,3.27,95,1.9,0.15
4296,2.442,6.068,Approved,0.31,2.2,4.56,125,0.5,0.27
8684,2.613,6.987,Approved,0.05,1.1,0.2,40,4.7,1.92
4157,2.68,6.184,Approved,0.29,0.3,3.67,298,1.4,0.24
1412,2.818,6.923,Approved,0.35,1.2,4.18,294,3.1,0.1
5886,2.701,6.374,Approved,0.28,0.9,4.18,296,0.7,0.49
488,2.819,6.389,Approved,0.22,1.2,3.43,212,6.1,0.01
1765,2.599,6.075,Approved,0.25,1,5.09,133,0.3,0.88
1142,2.935,7.281,Approved,0.24,1.6,4.24,336,2.7,0.28
1071,2.254,5.684,Approved,0.29,2,3.68,128,0.2,0.67
21676,2.828,6.957,Approved,0.42,0.9,4.14,328,1.7,0.48
1326,3.002,6.295,Approved,0.28,0.3,3.99,139,1.2,0.4
2361,2.594,5.857,Approved,0.32,2,4.06,70,0.8,0.44
1901,2.435,6.094,Approved,0.3,0.6,4.32,48,0.7,0.39
2869,2.418,5.806,Approved,0.07,1.2,2.34,259,2.3,3.29
31,2.779,6.688,Approved,0.27,0.3,1.04,206,5.4,2.47
2953,2.37,5.752,Approved,0.23,0.6,4.53,92,0.7,0.03
1509,2.66,6.917,Approved,0.23,0.2,3.25,172,4.8,3.43
1631,2.64,5.799,Approved,0.18,0.9,4.79,133,0.7,0.88
968,2.558,6.223,Approved,0.34,0,4.44,202,0.8,0.25
387128,2.734,6.306,Approved,0.44,2.2,4.99,340,0.3,0.51
1364,3.134,6.806,Approved,0.3,2.8,4.29,337,0.6,0.29
3146,2.656,5.696,Approved,0.41,0.5,4.26,46,0.9,0.23
1272,2.569,5.721,Approved,0.05,1.3,1.29,241,1.7,4.41
10150,2.461,6.488,Approved,0.35,0.2,2.93,6,2.2,0.01
953,2.663,6.226,Approved,0.31,1.9,4.97,193,0.2,0.02
5405,2.61,5.504,Approved,0.14,1.2,3.34,274,2.8,0.44
6676,2.574,5.884,Approved,0.19,0.2,3.66,142,2.2,0.61
473,2.63,5.748,Approved,0.29,1.9,4.44,720,0.4,0.72
1028,2.632,5.742,Approved,0.29,0.3,3.86,92,0.5,0.55
1260,2.816,5.482,Approved,0.31,0.5,4.25,45,0.4,0.15
931,2.56,5.901,Approved,0.25,0.2,3.36,101,0.5,1.68
4206,2.681,6.288,Approved,0.33,2.6,4.34,240,0.2,0.32
1840,2.678,6.557,Approved,0.32,0.7,4.41,227,2.3,0.44
3512,2.96,6.627,Approved,0.25,0.4,4.27,172,1.9,0.04
1099,2.45,6.091,Approved,0.38,1.3,1.68,117,2.8,0.2
326,2.424,6.795,Approved,0.31,1,3.55,246,1.4,0
1884,2.699,6.256,Approved,0.29,0.6,3.88,41,1.8,0.68
987,2.8,6.902,Approved,0.42,2,5.53,210,1.1,0.03
1227,2.865,6.583,Approved,0.3,2.3,4.57,312,2.3,0.54
4565,2.632,6.829,Approved,0.27,0.8,3.8,348,2.3,0.59
1206,2.57,6.535,Approved,0.22,0.1,2.39,79,3.3,1.98
21305,2.75,6.764,Approved,0.14,0.6,4.21,152,1.2,1.45
4375,2.8,6.712,Approved,0.26,0.5,3.82,220,1.1,0.04
1132,2.639,7.032,Approved,0.2,0.1,1.23,157,6.4,2.19
5848,2.836,6.274,Approved,0.2,0.6,5.02,300,0.4,0.19
2717,2.43,5.988,Approved,0.22,0,2.99,8,1.4,0.93
2411,2.513,5.925,Approved,0.19,0,3.71,51,0.3,0.6
1208,2.625,6.079,Approved,0.17,0.1,2.54,9,1.3,0.14
3316,2.52,5.793,Approved,0.23,0.2,1.91,43,3.4,2.1
301,2.55,5.96,Approved,0.25,0,3.71,37,0.6,0.17
944,2.701,6.684,Approved,0.24,0.1,5.2,173,0.5,0.11
5994,2.46,5.612,Approved,0.38,0.8,3.54,136,0.4,1.7
7991,2.63,6.681,Approved,0.27,2.3,4.98,254,0.6,0.4
1409,2.69,7.234,Approved,0.24,1,3.64,386,4,0.21
164,2.445,6.219,Approved,0.37,1,4.01,300,0.5,0.26
1515,2.317,5.889,Approved,0.16,1.1,4.72,185,0.4,0.32
364,2.72,6.753,Approved,0.26,1.8,4.59,209,2,0.56
2858,2.767,5.445,Approved,0.16,0.2,3.87,273,0.1,0.29
1431,2.626,6.401,Approved,0.4,1.1,4.18,236,0.4,0.26
5932,2.57,6.053,Approved,0.24,0.3,4.61,136,0.6,0.54
154,2.409,6.065,Approved,0.24,0.5,1.06,110,0.4,2.02
9106,2.471,6.103,Approved,0.33,0.2,2.52,89,1.2,0.88
4606,2.687,7.151,Approved,0.3,0,4.6,365,1.3,0.51
1798,2.778,6.251,Approved,0.28,0.1,3.29,138,1.9,1.71
1526,2.7,6.617,Approved,0.2,0.8,4.18,270,2.4,0.56
1828,2.52,5.858,Approved,0.1,1.2,1.08,36,1.8,0.98
7540,2.359,6.467,Approved,0.31,0,4.15,63,1.7,0.32
1982,2.454,6.1,Approved,0.21,1.2,4.67,91,0.7,0.48
8804,2.518,5.325,Approved,0.14,1.2,4.09,223,1.3,0.32
1472,2.644,6.484,Approved,0.3,0.7,4.23,255,0.8,0.7
1208,2.532,6.228,Approved,0.15,0.2,0.3,238,2.9,2.33
1478,2.489,5.841,Approved,0.36,1.1,4.08,27,0.4,0.81
5252,2.45,5.388,Approved,0.27,0.1,4.97,174,0.9,0.95
24,2.567,6.458,Approved,0.16,0.2,4.71,247,0.7,0.14
2696,2.669,6.051,Approved,0.34,1,3.4,153,0,0.38
1359,2.53,5.524,Approved,0.22,1.1,5.19,75,1.2,0.32
2895,2.645,5.805,Approved,0.17,0.4,5.25,25,0.2,0.26
1854,2.543,6.169,Approved,0.25,1.8,3.32,132,0.8,0.06
3887,2.691,6.06,Approved,0.18,0.1,5.28,197,0.2,0.15
2003,2.723,6.689,Approved,0.28,0.6,3.91,222,0.3,0.68
1639,2.473,6.562,Approved,0.19,0.9,4.34,241,0.6,0.62
782,2.025,5.586,Approved,0.28,5.2,4.63,24,1.3,0.69
